Ref_Date,GEO,FUEL,Vector,Coordinate,Value
2009,Newfoundland and Labrador,"Canadian heavy fuel oil (x 1,000)",v52310221,2.17,..
2010,Newfoundland and Labrador,"Canadian heavy fuel oil (x 1,000)",v52310221,2.17,..
2011,Newfoundland and Labrador,"Canadian heavy fuel oil (x 1,000)",v52310221,2.17,..
2012,Newfoundland and Labrador,"Canadian heavy fuel oil (x 1,000)",v52310221,2.17,..
2013,Newfoundland and Labrador,"Canadian heavy fuel oil (x 1,000)",v52310221,2.17,..
2014,Newfoundland and Labrador,"Canadian heavy fuel oil (x 1,000)",v52310221,2.17,0.00000000
2015,Newfoundland and Labrador,"Canadian heavy fuel oil (x 1,000)",v52310221,2.17,0.00000000
2005,Newfoundland and Labrador,"Imported heavy fuel oil (x 1,000)",v52310222,2.18,0.00000000
2006,Newfoundland and Labrador,"Imported heavy fuel oil (x 1,000)",v52310222,2.18,0.00000000
2007,Newfoundland and Labrador,"Imported heavy fuel oil (x 1,000)",v52310222,2.18,0.00000000
2008,Newfoundland and Labrador,"Imported heavy fuel oil (x 1,000)",v52310222,2.18,123734.00000000
2009,Newfoundland and Labrador,"Imported heavy fuel oil (x 1,000)",v52310222,2.18,79828.00000000
2010,Newfoundland and Labrador,"Imported heavy fuel oil (x 1,000)",v52310222,2.18,101910.00000000
2011,Newfoundland and Labrador,"Imported heavy fuel oil (x 1,000)",v52310222,2.18,135136.00000000
2012,Newfoundland and Labrador,"Imported heavy fuel oil (x 1,000)",v52310222,2.18,164001.00000000
2013,Newfoundland and Labrador,"Imported heavy fuel oil (x 1,000)",v52310222,2.18,171786.00000000
2014,Newfoundland and Labrador,"Imported heavy fuel oil (x 1,000)",v52310222,2.18,244346.00000000
2015,Newfoundland and Labrador,"Imported heavy fuel oil (x 1,000)",v52310222,2.18,162872.00000000
2005,Newfoundland and Labrador,"Diesel (x 1,000)",v52310223,2.19,9856.00000000
2006,Newfoundland and Labrador,"Diesel (x 1,000)",v52310223,2.19,10529.00000000
2007,Newfoundland and Labrador,"Diesel (x 1,000)",v52310223,2.19,10608.00000000
2008,Newfoundland and Labrador,"Diesel (x 1,000)",v52310223,2.19,728.00000000
2009,Newfoundland and Labrador,"Diesel (x 1,000)",v52310223,2.19,467.00000000
2010,Newfoundland and Labrador,"Diesel (x 1,000)",v52310223,2.19,510.00000000
2011,Newfoundland and Labrador,"Diesel (x 1,000)",v52310223,2.19,189.00000000
2012,Newfoundland and Labrador,"Diesel (x 1,000)",v52310223,2.19,411.00000000
2013,Newfoundland and Labrador,"Diesel (x 1,000)",v52310223,2.19,952.00000000
2014,Newfoundland and Labrador,"Diesel (x 1,000)",v52310223,2.19,1511.00000000
2015,Newfoundland and Labrador,"Diesel (x 1,000)",v52310223,2.19,1704.00000000
2005,Prince Edward Island,"Total solids (x 1,000)",v52310224,3.1,16.00000000
2006,Prince Edward Island,"Total solids (x 1,000)",v52310224,3.1,31.00000000
2007,Prince Edward Island,"Total solids (x 1,000)",v52310224,3.1,34.00000000
2008,Prince Edward Island,"Total solids (x 1,000)",v52310224,3.1,54.00000000
2009,Prince Edward Island,"Total solids (x 1,000)",v52310224,3.1,56.00000000
2010,Prince Edward Island,"Total solids (x 1,000)",v52310224,3.1,61.00000000
2011,Prince Edward Island,"Total solids (x 1,000)",v52310224,3.1,53.00000000
2012,Prince Edward Island,"Total solids (x 1,000)",v52310224,3.1,58.00000000
2013,Prince Edward Island,"Total solids (x 1,000)",v52310224,3.1,59.00000000
2014,Prince Edward Island,"Total solids (x 1,000)",v52310224,3.1,61.00000000
2015,Prince Edward Island,"Total solids (x 1,000)",v52310224,3.1,62.00000000
2005,Prince Edward Island,"Wood (x 1,000)",v52310225,3.10,16.00000000
2006,Prince Edward Island,"Wood (x 1,000)",v52310225,3.10,31.00000000
2007,Prince Edward Island,"Wood (x 1,000)",v52310225,3.10,34.00000000
2008,Prince Edward Island,"Wood (x 1,000)",v52310225,3.10,54.00000000
2009,Prince Edward Island,"Wood (x 1,000)",v52310225,3.10,56.00000000
2010,Prince Edward Island,"Wood (x 1,000)",v52310225,3.10,61.00000000
2011,Prince Edward Island,"Wood (x 1,000)",v52310225,3.10,53.00000000
2012,Prince Edward Island,"Wood (x 1,000)",v52310225,3.10,58.00000000
2013,Prince Edward Island,"Wood (x 1,000)",v52310225,3.10,59.00000000
2014,Prince Edward Island,"Wood (x 1,000)",v52310225,3.10,61.00000000
2015,Prince Edward Island,"Wood (x 1,000)",v52310225,3.10,62.00000000
2005,Prince Edward Island,"Other solid fuels (x 1,000)",v52310226,3.12,0.00000000
2006,Prince Edward Island,"Other solid fuels (x 1,000)",v52310226,3.12,0.00000000
2007,Prince Edward Island,"Other solid fuels (x 1,000)",v52310226,3.12,0.00000000
2008,Prince Edward Island,"Other solid fuels (x 1,000)",v52310226,3.12,..
2009,Prince Edward Island,"Other solid fuels (x 1,000)",v52310226,3.12,..
2010,Prince Edward Island,"Other solid fuels (x 1,000)",v52310226,3.12,..
2011,Prince Edward Island,"Other solid fuels (x 1,000)",v52310226,3.12,..
2012,Prince Edward Island,"Other solid fuels (x 1,000)",v52310226,3.12,..
2013,Prince Edward Island,"Other solid fuels (x 1,000)",v52310226,3.12,..
2014,Prince Edward Island,"Other solid fuels (x 1,000)",v52310226,3.12,0.00000000
2015,Prince Edward Island,"Other solid fuels (x 1,000)",v52310226,3.12,0.00000000
2005,Prince Edward Island,"Total liquids (x 1,000)",v52310227,3.13,798.00000000
2006,Prince Edward Island,"Total liquids (x 1,000)",v52310227,3.13,1173.00000000
2007,Prince Edward Island,"Total liquids (x 1,000)",v52310227,3.13,733.00000000
2008,Prince Edward Island,"Total liquids (x 1,000)",v52310227,3.13,603.00000000
2009,Prince Edward Island,"Total liquids (x 1,000)",v52310227,3.13,915.00000000
2010,Prince Edward Island,"Total liquids (x 1,000)",v52310227,3.13,354.00000000
2011,Prince Edward Island,"Total liquids (x 1,000)",v52310227,3.13,272.00000000
2012,Prince Edward Island,"Total liquids (x 1,000)",v52310227,3.13,2310.00000000
2013,Prince Edward Island,"Total liquids (x 1,000)",v52310227,3.13,1018.00000000
2014,Prince Edward Island,"Total liquids (x 1,000)",v52310227,3.13,1275.00000000
2015,Prince Edward Island,"Total liquids (x 1,000)",v52310227,3.13,2891.00000000
2005,Prince Edward Island,"Total petroleum products (x 1,000)",v52310228,3.14,798.00000000
2006,Prince Edward Island,"Total petroleum products (x 1,000)",v52310228,3.14,1173.00000000
2007,Prince Edward Island,"Total petroleum products (x 1,000)",v52310228,3.14,733.00000000
2008,Prince Edward Island,"Total petroleum products (x 1,000)",v52310228,3.14,603.00000000
2009,Prince Edward Island,"Total petroleum products (x 1,000)",v52310228,3.14,915.00000000
2010,Prince Edward Island,"Total petroleum products (x 1,000)",v52310228,3.14,354.00000000
2011,Prince Edward Island,"Total petroleum products (x 1,000)",v52310228,3.14,272.00000000
2012,Prince Edward Island,"Total petroleum products (x 1,000)",v52310228,3.14,2310.00000000
2013,Prince Edward Island,"Total petroleum products (x 1,000)",v52310228,3.14,1018.00000000
2014,Prince Edward Island,"Total petroleum products (x 1,000)",v52310228,3.14,1275.00000000
2015,Prince Edward Island,"Total petroleum products (x 1,000)",v52310228,3.14,2891.00000000
2005,Prince Edward Island,"Light fuel oil (x 1,000)",v52310229,3.15,123.00000000
2006,Prince Edward Island,"Light fuel oil (x 1,000)",v52310229,3.15,928.00000000
2007,Prince Edward Island,"Light fuel oil (x 1,000)",v52310229,3.15,226.00000000
2008,Prince Edward Island,"Light fuel oil (x 1,000)",v52310229,3.15,98.00000000
2009,Prince Edward Island,"Light fuel oil (x 1,000)",v52310229,3.15,101.00000000
2010,Prince Edward Island,"Light fuel oil (x 1,000)",v52310229,3.15,62.00000000
2011,Prince Edward Island,"Light fuel oil (x 1,000)",v52310229,3.15,102.00000000
2012,Prince Edward Island,"Light fuel oil (x 1,000)",v52310229,3.15,317.00000000
2013,Prince Edward Island,"Light fuel oil (x 1,000)",v52310229,3.15,376.00000000
2014,Prince Edward Island,"Light fuel oil (x 1,000)",v52310229,3.15,263.00000000
2015,Prince Edward Island,"Light fuel oil (x 1,000)",v52310229,3.15,1916.00000000
2005,Prince Edward Island,"Total heavy fuel oil (x 1,000)",v52310230,3.16,659.00000000
2006,Prince Edward Island,"Total heavy fuel oil (x 1,000)",v52310230,3.16,245.00000000
2007,Prince Edward Island,"Total heavy fuel oil (x 1,000)",v52310230,3.16,507.00000000
2008,Prince Edward Island,"Total heavy fuel oil (x 1,000)",v52310230,3.16,505.00000000
2009,Prince Edward Island,"Total heavy fuel oil (x 1,000)",v52310230,3.16,814.00000000
2010,Prince Edward Island,"Total heavy fuel oil (x 1,000)",v52310230,3.16,276.00000000
2011,Prince Edward Island,"Total heavy fuel oil (x 1,000)",v52310230,3.16,170.00000000
2012,Prince Edward Island,"Total heavy fuel oil (x 1,000)",v52310230,3.16,1993.00000000
2013,Prince Edward Island,"Total heavy fuel oil (x 1,000)",v52310230,3.16,642.00000000
2014,Prince Edward Island,"Total heavy fuel oil (x 1,000)",v52310230,3.16,1012.00000000
2015,Prince Edward Island,"Total heavy fuel oil (x 1,000)",v52310230,3.16,975.00000000
2005,Prince Edward Island,"Canadian heavy fuel oil (x 1,000)",v52310231,3.17,659.00000000
2006,Prince Edward Island,"Canadian heavy fuel oil (x 1,000)",v52310231,3.17,245.00000000
2007,Prince Edward Island,"Canadian heavy fuel oil (x 1,000)",v52310231,3.17,507.00000000
2008,Prince Edward Island,"Canadian heavy fuel oil (x 1,000)",v52310231,3.17,505.00000000
2009,Prince Edward Island,"Canadian heavy fuel oil (x 1,000)",v52310231,3.17,814.00000000
2010,Prince Edward Island,"Canadian heavy fuel oil (x 1,000)",v52310231,3.17,276.00000000
2011,Prince Edward Island,"Canadian heavy fuel oil (x 1,000)",v52310231,3.17,170.00000000
2012,Prince Edward Island,"Canadian heavy fuel oil (x 1,000)",v52310231,3.17,1993.00000000
2013,Prince Edward Island,"Canadian heavy fuel oil (x 1,000)",v52310231,3.17,642.00000000
2014,Prince Edward Island,"Canadian heavy fuel oil (x 1,000)",v52310231,3.17,1012.00000000
2015,Prince Edward Island,"Canadian heavy fuel oil (x 1,000)",v52310231,3.17,975.00000000
2005,Prince Edward Island,"Diesel (x 1,000)",v52310232,3.19,16.00000000
2006,Prince Edward Island,"Diesel (x 1,000)",v52310232,3.19,0.00000000
2007,Prince Edward Island,"Diesel (x 1,000)",v52310232,3.19,0.00000000
2008,Prince Edward Island,"Diesel (x 1,000)",v52310232,3.19,..
2009,Prince Edward Island,"Diesel (x 1,000)",v52310232,3.19,..
2010,Prince Edward Island,"Diesel (x 1,000)",v52310232,3.19,16.00000000
2011,Prince Edward Island,"Diesel (x 1,000)",v52310232,3.19,..
2012,Prince Edward Island,"Diesel (x 1,000)",v52310232,3.19,..
2013,Prince Edward Island,"Diesel (x 1,000)",v52310232,3.19,..
2014,Prince Edward Island,"Diesel (x 1,000)",v52310232,3.19,0.00000000
2015,Prince Edward Island,"Diesel (x 1,000)",v52310232,3.19,0.00000000
2005,Nova Scotia,"Total solids (x 1,000)",v52310233,4.1,266055.00000000
2006,Nova Scotia,"Total solids (x 1,000)",v52310233,4.1,264816.00000000
2007,Nova Scotia,"Total solids (x 1,000)",v52310233,4.1,293652.00000000
2008,Nova Scotia,"Total solids (x 1,000)",v52310233,4.1,299428.00000000
2009,Nova Scotia,"Total solids (x 1,000)",v52310233,4.1,301896.00000000
2010,Nova Scotia,"Total solids (x 1,000)",v52310233,4.1,335416.00000000
2011,Nova Scotia,"Total solids (x 1,000)",v52310233,4.1,296966.00000000
2012,Nova Scotia,"Total solids (x 1,000)",v52310233,4.1,272178.00000000
2013,Nova Scotia,"Total solids (x 1,000)",v52310233,4.1,286542.00000000
2014,Nova Scotia,"Total solids (x 1,000)",v52310233,4.1,280349.00000000
2015,Nova Scotia,"Total solids (x 1,000)",v52310233,4.1,300591.00000000
2005,Nova Scotia,"Total coal (x 1,000)",v52310242,4.2,225546.00000000
2006,Nova Scotia,"Total coal (x 1,000)",v52310242,4.2,215803.00000000
2007,Nova Scotia,"Total coal (x 1,000)",v52310242,4.2,246667.00000000
2008,Nova Scotia,"Total coal (x 1,000)",v52310242,4.2,270677.00000000
2009,Nova Scotia,"Total coal (x 1,000)",v52310242,4.2,276833.00000000
2010,Nova Scotia,"Total coal (x 1,000)",v52310242,4.2,307186.00000000
2011,Nova Scotia,"Total coal (x 1,000)",v52310242,4.2,261774.00000000
2012,Nova Scotia,"Total coal (x 1,000)",v52310242,4.2,227013.00000000
2013,Nova Scotia,"Total coal (x 1,000)",v52310242,4.2,234406.00000000
2014,Nova Scotia,"Total coal (x 1,000)",v52310242,4.2,233073.00000000
2015,Nova Scotia,"Total coal (x 1,000)",v52310242,4.2,260428.00000000
2005,Nova Scotia,"Total bituminous coal (x 1,000)",v52310245,4.3,194232.00000000
2006,Nova Scotia,"Total bituminous coal (x 1,000)",v52310245,4.3,215803.00000000
2007,Nova Scotia,"Total bituminous coal (x 1,000)",v52310245,4.3,246667.00000000
2008,Nova Scotia,"Total bituminous coal (x 1,000)",v52310245,4.3,216044.00000000
2009,Nova Scotia,"Total bituminous coal (x 1,000)",v52310245,4.3,220903.00000000
2010,Nova Scotia,"Total bituminous coal (x 1,000)",v52310245,4.3,291483.00000000
2011,Nova Scotia,"Total bituminous coal (x 1,000)",v52310245,4.3,245670.00000000
2012,Nova Scotia,"Total bituminous coal (x 1,000)",v52310245,4.3,219990.00000000
2013,Nova Scotia,"Total bituminous coal (x 1,000)",v52310245,4.3,221845.00000000
2014,Nova Scotia,"Total bituminous coal (x 1,000)",v52310245,4.3,225565.00000000
2015,Nova Scotia,"Total bituminous coal (x 1,000)",v52310245,4.3,253896.00000000
2005,Nova Scotia,"Canadian bituminous coal (x 1,000)",v52310246,4.4,16948.00000000
2006,Nova Scotia,"Canadian bituminous coal (x 1,000)",v52310246,4.4,18077.00000000
2007,Nova Scotia,"Canadian bituminous coal (x 1,000)",v52310246,4.4,23281.00000000
2008,Nova Scotia,"Canadian bituminous coal (x 1,000)",v52310246,4.4,37736.00000000
2009,Nova Scotia,"Canadian bituminous coal (x 1,000)",v52310246,4.4,46698.00000000
2010,Nova Scotia,"Canadian bituminous coal (x 1,000)",v52310246,4.4,30742.00000000
2011,Nova Scotia,"Canadian bituminous coal (x 1,000)",v52310246,4.4,38100.00000000
2012,Nova Scotia,"Canadian bituminous coal (x 1,000)",v52310246,4.4,27214.00000000
2013,Nova Scotia,"Canadian bituminous coal (x 1,000)",v52310246,4.4,28639.00000000
2014,Nova Scotia,"Canadian bituminous coal (x 1,000)",v52310246,4.4,28270.00000000
2015,Nova Scotia,"Canadian bituminous coal (x 1,000)",v52310246,4.4,31642.00000000
2005,Nova Scotia,"Imported bituminous coal (x 1,000)",v52310247,4.5,177284.00000000
2006,Nova Scotia,"Imported bituminous coal (x 1,000)",v52310247,4.5,197726.00000000
2007,Nova Scotia,"Imported bituminous coal (x 1,000)",v52310247,4.5,223386.00000000
2008,Nova Scotia,"Imported bituminous coal (x 1,000)",v52310247,4.5,178307.00000000
2009,Nova Scotia,"Imported bituminous coal (x 1,000)",v52310247,4.5,174205.00000000
2010,Nova Scotia,"Imported bituminous coal (x 1,000)",v52310247,4.5,260741.00000000
2011,Nova Scotia,"Imported bituminous coal (x 1,000)",v52310247,4.5,207570.00000000
2012,Nova Scotia,"Imported bituminous coal (x 1,000)",v52310247,4.5,192776.00000000
2013,Nova Scotia,"Imported bituminous coal (x 1,000)",v52310247,4.5,193206.00000000
2014,Nova Scotia,"Imported bituminous coal (x 1,000)",v52310247,4.5,197295.00000000
2015,Nova Scotia,"Imported bituminous coal (x 1,000)",v52310247,4.5,222254.00000000
2005,Nova Scotia,"Total subbituminous coal (x 1,000)",v52310248,4.6,31314.00000000
2006,Nova Scotia,"Total subbituminous coal (x 1,000)",v52310248,4.6,0.00000000
2007,Nova Scotia,"Total subbituminous coal (x 1,000)",v52310248,4.6,0.00000000
2008,Nova Scotia,"Total subbituminous coal (x 1,000)",v52310248,4.6,54633.00000000
2009,Nova Scotia,"Total subbituminous coal (x 1,000)",v52310248,4.6,55930.00000000
2010,Nova Scotia,"Total subbituminous coal (x 1,000)",v52310248,4.6,15703.00000000
2011,Nova Scotia,"Total subbituminous coal (x 1,000)",v52310248,4.6,16104.00000000
2012,Nova Scotia,"Total subbituminous coal (x 1,000)",v52310248,4.6,7023.00000000
2013,Nova Scotia,"Total subbituminous coal (x 1,000)",v52310248,4.6,12561.00000000
2014,Nova Scotia,"Total subbituminous coal (x 1,000)",v52310248,4.6,7509.00000000
2015,Nova Scotia,"Total subbituminous coal (x 1,000)",v52310248,4.6,6532.00000000
2005,Nova Scotia,"Imported subbituminous coal (x 1,000)",v52310249,4.8,31314.00000000
2006,Nova Scotia,"Imported subbituminous coal (x 1,000)",v52310249,4.8,0.00000000
2007,Nova Scotia,"Imported subbituminous coal (x 1,000)",v52310249,4.8,0.00000000
2008,Nova Scotia,"Imported subbituminous coal (x 1,000)",v52310249,4.8,54633.00000000
2009,Nova Scotia,"Imported subbituminous coal (x 1,000)",v52310249,4.8,55930.00000000
2010,Nova Scotia,"Imported subbituminous coal (x 1,000)",v52310249,4.8,15703.00000000
2011,Nova Scotia,"Imported subbituminous coal (x 1,000)",v52310249,4.8,16104.00000000
2012,Nova Scotia,"Imported subbituminous coal (x 1,000)",v52310249,4.8,7023.00000000
2013,Nova Scotia,"Imported subbituminous coal (x 1,000)",v52310249,4.8,12561.00000000
2014,Nova Scotia,"Imported subbituminous coal (x 1,000)",v52310249,4.8,7509.00000000
2015,Nova Scotia,"Imported subbituminous coal (x 1,000)",v52310249,4.8,6532.00000000
2005,Nova Scotia,"Wood (x 1,000)",v52310234,4.10,8934.00000000
2006,Nova Scotia,"Wood (x 1,000)",v52310234,4.10,8093.00000000
2007,Nova Scotia,"Wood (x 1,000)",v52310234,4.10,6933.00000000
2008,Nova Scotia,"Wood (x 1,000)",v52310234,4.10,9308.00000000
2009,Nova Scotia,"Wood (x 1,000)",v52310234,4.10,4800.00000000
2010,Nova Scotia,"Wood (x 1,000)",v52310234,4.10,6751.00000000
2011,Nova Scotia,"Wood (x 1,000)",v52310234,4.10,7177.00000000
2012,Nova Scotia,"Wood (x 1,000)",v52310234,4.10,8668.00000000
2013,Nova Scotia,"Wood (x 1,000)",v52310234,4.10,1780.00000000
2014,Nova Scotia,"Wood (x 1,000)",v52310234,4.10,3700.00000000
2015,Nova Scotia,"Wood (x 1,000)",v52310234,4.10,4218.00000000
2005,Nova Scotia,"Petroleum coke (x 1,000)",v52310235,4.11,31576.00000000
2006,Nova Scotia,"Petroleum coke (x 1,000)",v52310235,4.11,40920.00000000
2007,Nova Scotia,"Petroleum coke (x 1,000)",v52310235,4.11,40052.00000000
2008,Nova Scotia,"Petroleum coke (x 1,000)",v52310235,4.11,19443.00000000
2009,Nova Scotia,"Petroleum coke (x 1,000)",v52310235,4.11,20264.00000000
2010,Nova Scotia,"Petroleum coke (x 1,000)",v52310235,4.11,21479.00000000
2011,Nova Scotia,"Petroleum coke (x 1,000)",v52310235,4.11,28015.00000000
2012,Nova Scotia,"Petroleum coke (x 1,000)",v52310235,4.11,36498.00000000
2013,Nova Scotia,"Petroleum coke (x 1,000)",v52310235,4.11,50356.00000000
2014,Nova Scotia,"Petroleum coke (x 1,000)",v52310235,4.11,43576.00000000
2015,Nova Scotia,"Petroleum coke (x 1,000)",v52310235,4.11,35945.00000000
2005,Nova Scotia,"Total liquids (x 1,000)",v52310236,4.13,134588.00000000
2006,Nova Scotia,"Total liquids (x 1,000)",v52310236,4.13,40376.00000000
2007,Nova Scotia,"Total liquids (x 1,000)",v52310236,4.13,61405.00000000
2008,Nova Scotia,"Total liquids (x 1,000)",v52310236,4.13,13811.00000000
2009,Nova Scotia,"Total liquids (x 1,000)",v52310236,4.13,-410.00000000
2010,Nova Scotia,"Total liquids (x 1,000)",v52310236,4.13,997.00000000
2011,Nova Scotia,"Total liquids (x 1,000)",v52310236,4.13,6400.00000000
2012,Nova Scotia,"Total liquids (x 1,000)",v52310236,4.13,4813.00000000
2013,Nova Scotia,"Total liquids (x 1,000)",v52310236,4.13,11887.00000000
2014,Nova Scotia,"Total liquids (x 1,000)",v52310236,4.13,24117.00000000
2015,Nova Scotia,"Total liquids (x 1,000)",v52310236,4.13,33728.00000000
2005,Nova Scotia,"Total petroleum products (x 1,000)",v52310237,4.14,134588.00000000
2006,Nova Scotia,"Total petroleum products (x 1,000)",v52310237,4.14,40376.00000000
2007,Nova Scotia,"Total petroleum products (x 1,000)",v52310237,4.14,61405.00000000
2008,Nova Scotia,"Total petroleum products (x 1,000)",v52310237,4.14,13811.00000000
2009,Nova Scotia,"Total petroleum products (x 1,000)",v52310237,4.14,-410.00000000
2010,Nova Scotia,"Total petroleum products (x 1,000)",v52310237,4.14,997.00000000
2011,Nova Scotia,"Total petroleum products (x 1,000)",v52310237,4.14,6400.00000000
2012,Nova Scotia,"Total petroleum products (x 1,000)",v52310237,4.14,4813.00000000
2013,Nova Scotia,"Total petroleum products (x 1,000)",v52310237,4.14,11887.00000000
2014,Nova Scotia,"Total petroleum products (x 1,000)",v52310237,4.14,24117.00000000
2015,Nova Scotia,"Total petroleum products (x 1,000)",v52310237,4.14,33728.00000000
2005,Nova Scotia,"Light fuel oil (x 1,000)",v52310238,4.15,2251.00000000
2006,Nova Scotia,"Light fuel oil (x 1,000)",v52310238,4.15,2519.00000000
2007,Nova Scotia,"Light fuel oil (x 1,000)",v52310238,4.15,2354.00000000
2008,Nova Scotia,"Light fuel oil (x 1,000)",v52310238,4.15,3390.00000000
2009,Nova Scotia,"Light fuel oil (x 1,000)",v52310238,4.15,2159.00000000
2010,Nova Scotia,"Light fuel oil (x 1,000)",v52310238,4.15,2588.00000000
2011,Nova Scotia,"Light fuel oil (x 1,000)",v52310238,4.15,2855.00000000
2012,Nova Scotia,"Light fuel oil (x 1,000)",v52310238,4.15,3215.00000000
2013,Nova Scotia,"Light fuel oil (x 1,000)",v52310238,4.15,3213.00000000
2014,Nova Scotia,"Light fuel oil (x 1,000)",v52310238,4.15,3762.00000000
2015,Nova Scotia,"Light fuel oil (x 1,000)",v52310238,4.15,3918.00000000
2005,Nova Scotia,"Total heavy fuel oil (x 1,000)",v52310239,4.16,104805.00000000
2006,Nova Scotia,"Total heavy fuel oil (x 1,000)",v52310239,4.16,31297.00000000
2007,Nova Scotia,"Total heavy fuel oil (x 1,000)",v52310239,4.16,43343.00000000
2008,Nova Scotia,"Total heavy fuel oil (x 1,000)",v52310239,4.16,9708.00000000
2009,Nova Scotia,"Total heavy fuel oil (x 1,000)",v52310239,4.16,-5720.00000000
2010,Nova Scotia,"Total heavy fuel oil (x 1,000)",v52310239,4.16,-3502.00000000
2011,Nova Scotia,"Total heavy fuel oil (x 1,000)",v52310239,4.16,2321.00000000
2012,Nova Scotia,"Total heavy fuel oil (x 1,000)",v52310239,4.16,1287.00000000
2013,Nova Scotia,"Total heavy fuel oil (x 1,000)",v52310239,4.16,8599.00000000
2014,Nova Scotia,"Total heavy fuel oil (x 1,000)",v52310239,4.16,18040.00000000
2015,Nova Scotia,"Total heavy fuel oil (x 1,000)",v52310239,4.16,27889.00000000
2005,Nova Scotia,"Canadian heavy fuel oil (x 1,000)",v52310240,4.17,104805.00000000
2006,Nova Scotia,"Canadian heavy fuel oil (x 1,000)",v52310240,4.17,31297.00000000
2007,Nova Scotia,"Canadian heavy fuel oil (x 1,000)",v52310240,4.17,43343.00000000
2008,Nova Scotia,"Canadian heavy fuel oil (x 1,000)",v52310240,4.17,9708.00000000
2009,Nova Scotia,"Canadian heavy fuel oil (x 1,000)",v52310240,4.17,-5720.00000000
2010,Nova Scotia,"Canadian heavy fuel oil (x 1,000)",v52310240,4.17,-3502.00000000
2011,Nova Scotia,"Canadian heavy fuel oil (x 1,000)",v52310240,4.17,2321.00000000
2012,Nova Scotia,"Canadian heavy fuel oil (x 1,000)",v52310240,4.17,1287.00000000
2013,Nova Scotia,"Canadian heavy fuel oil (x 1,000)",v52310240,4.17,7617.00000000
2014,Nova Scotia,"Canadian heavy fuel oil (x 1,000)",v52310240,4.17,16850.00000000
2015,Nova Scotia,"Canadian heavy fuel oil (x 1,000)",v52310240,4.17,26771.00000000
2010,Nova Scotia,"Imported heavy fuel oil (x 1,000)",v91886454,4.18,..
2011,Nova Scotia,"Imported heavy fuel oil (x 1,000)",v91886454,4.18,..
2012,Nova Scotia,"Imported heavy fuel oil (x 1,000)",v91886454,4.18,..
2013,Nova Scotia,"Imported heavy fuel oil (x 1,000)",v91886454,4.18,982.00000000
2014,Nova Scotia,"Imported heavy fuel oil (x 1,000)",v91886454,4.18,1190.00000000
2015,Nova Scotia,"Imported heavy fuel oil (x 1,000)",v91886454,4.18,1118.00000000
2005,Nova Scotia,"Diesel (x 1,000)",v52310241,4.19,27532.00000000
2006,Nova Scotia,"Diesel (x 1,000)",v52310241,4.19,6560.00000000
2007,Nova Scotia,"Diesel (x 1,000)",v52310241,4.19,15709.00000000
2008,Nova Scotia,"Diesel (x 1,000)",v52310241,4.19,713.00000000
2009,Nova Scotia,"Diesel (x 1,000)",v52310241,4.19,3151.00000000
2010,Nova Scotia,"Diesel (x 1,000)",v52310241,4.19,1910.00000000
2011,Nova Scotia,"Diesel (x 1,000)",v52310241,4.19,1224.00000000
2012,Nova Scotia,"Diesel (x 1,000)",v52310241,4.19,311.00000000
2013,Nova Scotia,"Diesel (x 1,000)",v52310241,4.19,75.00000000
2014,Nova Scotia,"Diesel (x 1,000)",v52310241,4.19,2315.00000000
2015,Nova Scotia,"Diesel (x 1,000)",v52310241,4.19,1921.00000000
2005,Nova Scotia,"Total gas (x 1,000)",v52310243,4.23,14305.00000000
2006,Nova Scotia,"Total gas (x 1,000)",v52310243,4.23,24423.00000000
2007,Nova Scotia,"Total gas (x 1,000)",v52310243,4.23,77768.00000000
2008,Nova Scotia,"Total gas (x 1,000)",v52310243,4.23,106007.00000000
2009,Nova Scotia,"Total gas (x 1,000)",v52310243,4.23,142765.00000000
2010,Nova Scotia,"Total gas (x 1,000)",v52310243,4.23,169251.00000000
2011,Nova Scotia,"Total gas (x 1,000)",v52310243,4.23,153247.00000000
2012,Nova Scotia,"Total gas (x 1,000)",v52310243,4.23,127703.00000000
2013,Nova Scotia,"Total gas (x 1,000)",v52310243,4.23,103323.00000000
2014,Nova Scotia,"Total gas (x 1,000)",v52310243,4.23,74689.00000000
2015,Nova Scotia,"Total gas (x 1,000)",v52310243,4.23,42949.00000000
2005,Nova Scotia,"Natural gas (x 1,000)",v52310244,4.24,14305.00000000
2006,Nova Scotia,"Natural gas (x 1,000)",v52310244,4.24,24423.00000000
2007,Nova Scotia,"Natural gas (x 1,000)",v52310244,4.24,77768.00000000
2008,Nova Scotia,"Natural gas (x 1,000)",v52310244,4.24,106007.00000000
2009,Nova Scotia,"Natural gas (x 1,000)",v52310244,4.24,142765.00000000
2010,Nova Scotia,"Natural gas (x 1,000)",v52310244,4.24,169251.00000000
2011,Nova Scotia,"Natural gas (x 1,000)",v52310244,4.24,153247.00000000
2012,Nova Scotia,"Natural gas (x 1,000)",v52310244,4.24,127703.00000000
2013,Nova Scotia,"Natural gas (x 1,000)",v52310244,4.24,103323.00000000
2014,Nova Scotia,"Natural gas (x 1,000)",v52310244,4.24,74689.00000000
2015,Nova Scotia,"Natural gas (x 1,000)",v52310244,4.24,42949.00000000
2005,New Brunswick,"Total solids (x 1,000)",v52310250,5.1,97954.00000000
2006,New Brunswick,"Total solids (x 1,000)",v52310250,5.1,104838.00000000
2007,New Brunswick,"Total solids (x 1,000)",v52310250,5.1,112993.00000000
