Ref_Date,GEO,FUEL,Vector,Coordinate,Value
2008,Saskatchewan,"Total liquids (x 1,000)",v52310308,9.13,1172.00000000
2009,Saskatchewan,"Total liquids (x 1,000)",v52310308,9.13,1156.00000000
2010,Saskatchewan,"Total liquids (x 1,000)",v52310308,9.13,2788.00000000
2011,Saskatchewan,"Total liquids (x 1,000)",v52310308,9.13,1931.00000000
2012,Saskatchewan,"Total liquids (x 1,000)",v52310308,9.13,1997.00000000
2013,Saskatchewan,"Total liquids (x 1,000)",v52310308,9.13,3892.00000000
2014,Saskatchewan,"Total liquids (x 1,000)",v52310308,9.13,1938.00000000
2015,Saskatchewan,"Total liquids (x 1,000)",v52310308,9.13,2431.00000000
2005,Saskatchewan,"Total petroleum products (x 1,000)",v52310309,9.14,958.00000000
2006,Saskatchewan,"Total petroleum products (x 1,000)",v52310309,9.14,1361.00000000
2007,Saskatchewan,"Total petroleum products (x 1,000)",v52310309,9.14,1677.00000000
2008,Saskatchewan,"Total petroleum products (x 1,000)",v52310309,9.14,1172.00000000
2009,Saskatchewan,"Total petroleum products (x 1,000)",v52310309,9.14,1156.00000000
2010,Saskatchewan,"Total petroleum products (x 1,000)",v52310309,9.14,2788.00000000
2011,Saskatchewan,"Total petroleum products (x 1,000)",v52310309,9.14,1931.00000000
2012,Saskatchewan,"Total petroleum products (x 1,000)",v52310309,9.14,1997.00000000
2013,Saskatchewan,"Total petroleum products (x 1,000)",v52310309,9.14,3892.00000000
2014,Saskatchewan,"Total petroleum products (x 1,000)",v52310309,9.14,1938.00000000
2015,Saskatchewan,"Total petroleum products (x 1,000)",v52310309,9.14,2431.00000000
2005,Saskatchewan,"Light fuel oil (x 1,000)",v52310310,9.15,0.00000000
2006,Saskatchewan,"Light fuel oil (x 1,000)",v52310310,9.15,1284.00000000
2007,Saskatchewan,"Light fuel oil (x 1,000)",v52310310,9.15,1601.00000000
2008,Saskatchewan,"Light fuel oil (x 1,000)",v52310310,9.15,1044.00000000
2009,Saskatchewan,"Light fuel oil (x 1,000)",v52310310,9.15,956.00000000
2010,Saskatchewan,"Light fuel oil (x 1,000)",v52310310,9.15,2679.00000000
2011,Saskatchewan,"Light fuel oil (x 1,000)",v52310310,9.15,1787.00000000
2012,Saskatchewan,"Light fuel oil (x 1,000)",v52310310,9.15,1870.00000000
2013,Saskatchewan,"Light fuel oil (x 1,000)",v52310310,9.15,3700.00000000
2014,Saskatchewan,"Light fuel oil (x 1,000)",v52310310,9.15,1820.00000000
2015,Saskatchewan,"Light fuel oil (x 1,000)",v52310310,9.15,2275.00000000
2005,Saskatchewan,"Total heavy fuel oil (x 1,000)",v52310311,9.16,876.00000000
2006,Saskatchewan,"Total heavy fuel oil (x 1,000)",v52310311,9.16,0.00000000
2007,Saskatchewan,"Total heavy fuel oil (x 1,000)",v52310311,9.16,0.00000000
2008,Saskatchewan,"Total heavy fuel oil (x 1,000)",v52310311,9.16,..
2009,Saskatchewan,"Total heavy fuel oil (x 1,000)",v52310311,9.16,..
2010,Saskatchewan,"Total heavy fuel oil (x 1,000)",v52310311,9.16,..
2011,Saskatchewan,"Total heavy fuel oil (x 1,000)",v52310311,9.16,..
2012,Saskatchewan,"Total heavy fuel oil (x 1,000)",v52310311,9.16,..
2013,Saskatchewan,"Total heavy fuel oil (x 1,000)",v52310311,9.16,..
2014,Saskatchewan,"Total heavy fuel oil (x 1,000)",v52310311,9.16,0.00000000
2015,Saskatchewan,"Total heavy fuel oil (x 1,000)",v52310311,9.16,0.00000000
2005,Saskatchewan,"Canadian heavy fuel oil (x 1,000)",v52310312,9.17,876.00000000
2006,Saskatchewan,"Canadian heavy fuel oil (x 1,000)",v52310312,9.17,0.00000000
2007,Saskatchewan,"Canadian heavy fuel oil (x 1,000)",v52310312,9.17,0.00000000
2008,Saskatchewan,"Canadian heavy fuel oil (x 1,000)",v52310312,9.17,..
2009,Saskatchewan,"Canadian heavy fuel oil (x 1,000)",v52310312,9.17,..
2010,Saskatchewan,"Canadian heavy fuel oil (x 1,000)",v52310312,9.17,..
2011,Saskatchewan,"Canadian heavy fuel oil (x 1,000)",v52310312,9.17,..
2012,Saskatchewan,"Canadian heavy fuel oil (x 1,000)",v52310312,9.17,..
2013,Saskatchewan,"Canadian heavy fuel oil (x 1,000)",v52310312,9.17,..
2014,Saskatchewan,"Canadian heavy fuel oil (x 1,000)",v52310312,9.17,0.00000000
2015,Saskatchewan,"Canadian heavy fuel oil (x 1,000)",v52310312,9.17,0.00000000
2005,Saskatchewan,"Diesel (x 1,000)",v52310313,9.19,81.00000000
2006,Saskatchewan,"Diesel (x 1,000)",v52310313,9.19,77.00000000
2007,Saskatchewan,"Diesel (x 1,000)",v52310313,9.19,76.00000000
2008,Saskatchewan,"Diesel (x 1,000)",v52310313,9.19,129.00000000
2009,Saskatchewan,"Diesel (x 1,000)",v52310313,9.19,200.00000000
2010,Saskatchewan,"Diesel (x 1,000)",v52310313,9.19,109.00000000
2011,Saskatchewan,"Diesel (x 1,000)",v52310313,9.19,143.00000000
2012,Saskatchewan,"Diesel (x 1,000)",v52310313,9.19,127.00000000
2013,Saskatchewan,"Diesel (x 1,000)",v52310313,9.19,191.00000000
2014,Saskatchewan,"Diesel (x 1,000)",v52310313,9.19,118.00000000
2015,Saskatchewan,"Diesel (x 1,000)",v52310313,9.19,156.00000000
2010,Saskatchewan,"Propane (x 1,000)",v91886455,9.21,..
2011,Saskatchewan,"Propane (x 1,000)",v91886455,9.21,..
2012,Saskatchewan,"Propane (x 1,000)",v91886455,9.21,..
2013,Saskatchewan,"Propane (x 1,000)",v91886455,9.21,..
2014,Saskatchewan,"Propane (x 1,000)",v91886455,9.21,0.00000000
2015,Saskatchewan,"Propane (x 1,000)",v91886455,9.21,0.00000000
2005,Saskatchewan,"Total gas (x 1,000)",v52310315,9.23,185994.00000000
2006,Saskatchewan,"Total gas (x 1,000)",v52310315,9.23,250569.00000000
2007,Saskatchewan,"Total gas (x 1,000)",v52310315,9.23,230783.00000000
2008,Saskatchewan,"Total gas (x 1,000)",v52310315,9.23,272322.00000000
2009,Saskatchewan,"Total gas (x 1,000)",v52310315,9.23,230974.00000000
2010,Saskatchewan,"Total gas (x 1,000)",v52310315,9.23,157062.00000000
2011,Saskatchewan,"Total gas (x 1,000)",v52310315,9.23,99357.00000000
2012,Saskatchewan,"Total gas (x 1,000)",v52310315,9.23,99532.00000000
2013,Saskatchewan,"Total gas (x 1,000)",v52310315,9.23,149289.00000000
2014,Saskatchewan,"Total gas (x 1,000)",v52310315,9.23,203233.00000000
2015,Saskatchewan,"Total gas (x 1,000)",v52310315,9.23,215747.00000000
2005,Saskatchewan,"Natural gas (x 1,000)",v52310316,9.24,185994.00000000
2006,Saskatchewan,"Natural gas (x 1,000)",v52310316,9.24,250569.00000000
2007,Saskatchewan,"Natural gas (x 1,000)",v52310316,9.24,230783.00000000
2008,Saskatchewan,"Natural gas (x 1,000)",v52310316,9.24,272322.00000000
2009,Saskatchewan,"Natural gas (x 1,000)",v52310316,9.24,230974.00000000
2010,Saskatchewan,"Natural gas (x 1,000)",v52310316,9.24,157062.00000000
2011,Saskatchewan,"Natural gas (x 1,000)",v52310316,9.24,99357.00000000
2012,Saskatchewan,"Natural gas (x 1,000)",v52310316,9.24,99532.00000000
2013,Saskatchewan,"Natural gas (x 1,000)",v52310316,9.24,149289.00000000
2014,Saskatchewan,"Natural gas (x 1,000)",v52310316,9.24,203233.00000000
2015,Saskatchewan,"Natural gas (x 1,000)",v52310316,9.24,215747.00000000
2005,Alberta,"Total solids (x 1,000)",v52310184,10.1,326477.00000000
2006,Alberta,"Total solids (x 1,000)",v52310184,10.1,404770.00000000
2007,Alberta,"Total solids (x 1,000)",v52310184,10.1,431419.00000000
2008,Alberta,"Total solids (x 1,000)",v52310184,10.1,399490.00000000
2009,Alberta,"Total solids (x 1,000)",v52310184,10.1,417116.00000000
2010,Alberta,"Total solids (x 1,000)",v52310184,10.1,439036.00000000
2011,Alberta,"Total solids (x 1,000)",v52310184,10.1,507963.00000000
2012,Alberta,"Total solids (x 1,000)",v52310184,10.1,605177.00000000
2013,Alberta,"Total solids (x 1,000)",v52310184,10.1,683442.00000000
2014,Alberta,"Total solids (x 1,000)",v52310184,10.1,536846.00000000
2015,Alberta,"Total solids (x 1,000)",v52310184,10.1,524680.00000000
2005,Alberta,"Total coal (x 1,000)",v52310191,10.2,323060.00000000
2006,Alberta,"Total coal (x 1,000)",v52310191,10.2,403176.00000000
2007,Alberta,"Total coal (x 1,000)",v52310191,10.2,430379.00000000
2008,Alberta,"Total coal (x 1,000)",v52310191,10.2,398550.00000000
2009,Alberta,"Total coal (x 1,000)",v52310191,10.2,405347.00000000
2010,Alberta,"Total coal (x 1,000)",v52310191,10.2,431126.00000000
2011,Alberta,"Total coal (x 1,000)",v52310191,10.2,498593.00000000
2012,Alberta,"Total coal (x 1,000)",v52310191,10.2,600244.00000000
2013,Alberta,"Total coal (x 1,000)",v52310191,10.2,676631.00000000
2014,Alberta,"Total coal (x 1,000)",v52310191,10.2,532415.00000000
2015,Alberta,"Total coal (x 1,000)",v52310191,10.2,520525.00000000
2005,Alberta,"Total bituminous coal (x 1,000)",v52310194,10.3,2509.00000000
2006,Alberta,"Total bituminous coal (x 1,000)",v52310194,10.3,17629.00000000
2007,Alberta,"Total bituminous coal (x 1,000)",v52310194,10.3,17206.00000000
2008,Alberta,"Total bituminous coal (x 1,000)",v52310194,10.3,13546.00000000
2009,Alberta,"Total bituminous coal (x 1,000)",v52310194,10.3,19911.00000000
2010,Alberta,"Total bituminous coal (x 1,000)",v52310194,10.3,20822.00000000
2011,Alberta,"Total bituminous coal (x 1,000)",v52310194,10.3,23834.00000000
2012,Alberta,"Total bituminous coal (x 1,000)",v52310194,10.3,17258.00000000
2013,Alberta,"Total bituminous coal (x 1,000)",v52310194,10.3,15267.00000000
2014,Alberta,"Total bituminous coal (x 1,000)",v52310194,10.3,13880.00000000
2015,Alberta,"Total bituminous coal (x 1,000)",v52310194,10.3,3782.00000000
2005,Alberta,"Canadian bituminous coal (x 1,000)",v52310195,10.4,2509.00000000
2006,Alberta,"Canadian bituminous coal (x 1,000)",v52310195,10.4,17629.00000000
2007,Alberta,"Canadian bituminous coal (x 1,000)",v52310195,10.4,17206.00000000
2008,Alberta,"Canadian bituminous coal (x 1,000)",v52310195,10.4,13546.00000000
2009,Alberta,"Canadian bituminous coal (x 1,000)",v52310195,10.4,19911.00000000
2010,Alberta,"Canadian bituminous coal (x 1,000)",v52310195,10.4,20822.00000000
2011,Alberta,"Canadian bituminous coal (x 1,000)",v52310195,10.4,23834.00000000
2012,Alberta,"Canadian bituminous coal (x 1,000)",v52310195,10.4,17258.00000000
2013,Alberta,"Canadian bituminous coal (x 1,000)",v52310195,10.4,15267.00000000
2014,Alberta,"Canadian bituminous coal (x 1,000)",v52310195,10.4,13880.00000000
2015,Alberta,"Canadian bituminous coal (x 1,000)",v52310195,10.4,3782.00000000
2005,Alberta,"Total subbituminous coal (x 1,000)",v52310196,10.6,320551.00000000
2006,Alberta,"Total subbituminous coal (x 1,000)",v52310196,10.6,385548.00000000
2007,Alberta,"Total subbituminous coal (x 1,000)",v52310196,10.6,413173.00000000
2008,Alberta,"Total subbituminous coal (x 1,000)",v52310196,10.6,385004.00000000
2009,Alberta,"Total subbituminous coal (x 1,000)",v52310196,10.6,385436.00000000
2010,Alberta,"Total subbituminous coal (x 1,000)",v52310196,10.6,410304.00000000
2011,Alberta,"Total subbituminous coal (x 1,000)",v52310196,10.6,474759.00000000
2012,Alberta,"Total subbituminous coal (x 1,000)",v52310196,10.6,582986.00000000
2013,Alberta,"Total subbituminous coal (x 1,000)",v52310196,10.6,661364.00000000
2014,Alberta,"Total subbituminous coal (x 1,000)",v52310196,10.6,518535.00000000
2015,Alberta,"Total subbituminous coal (x 1,000)",v52310196,10.6,516743.00000000
2005,Alberta,"Canadian subbituminous coal (x 1,000)",v52310197,10.7,320551.00000000
2006,Alberta,"Canadian subbituminous coal (x 1,000)",v52310197,10.7,385548.00000000
2007,Alberta,"Canadian subbituminous coal (x 1,000)",v52310197,10.7,413173.00000000
2008,Alberta,"Canadian subbituminous coal (x 1,000)",v52310197,10.7,385004.00000000
2009,Alberta,"Canadian subbituminous coal (x 1,000)",v52310197,10.7,385436.00000000
2010,Alberta,"Canadian subbituminous coal (x 1,000)",v52310197,10.7,410304.00000000
2011,Alberta,"Canadian subbituminous coal (x 1,000)",v52310197,10.7,474759.00000000
2012,Alberta,"Canadian subbituminous coal (x 1,000)",v52310197,10.7,582986.00000000
2013,Alberta,"Canadian subbituminous coal (x 1,000)",v52310197,10.7,661364.00000000
2014,Alberta,"Canadian subbituminous coal (x 1,000)",v52310197,10.7,518535.00000000
2015,Alberta,"Canadian subbituminous coal (x 1,000)",v52310197,10.7,516743.00000000
2005,Alberta,"Wood (x 1,000)",v52310185,10.10,2685.00000000
2006,Alberta,"Wood (x 1,000)",v52310185,10.10,1594.00000000
2007,Alberta,"Wood (x 1,000)",v52310185,10.10,1041.00000000
2008,Alberta,"Wood (x 1,000)",v52310185,10.10,940.00000000
2009,Alberta,"Wood (x 1,000)",v52310185,10.10,11769.00000000
2010,Alberta,"Wood (x 1,000)",v52310185,10.10,7910.00000000
2011,Alberta,"Wood (x 1,000)",v52310185,10.10,9370.00000000
2012,Alberta,"Wood (x 1,000)",v52310185,10.10,4933.00000000
2013,Alberta,"Wood (x 1,000)",v52310185,10.10,6811.00000000
2014,Alberta,"Wood (x 1,000)",v52310185,10.10,4430.00000000
2015,Alberta,"Wood (x 1,000)",v52310185,10.10,4155.00000000
2005,Alberta,"Petroleum coke (x 1,000)",v52310186,10.11,732.00000000
2006,Alberta,"Petroleum coke (x 1,000)",v52310186,10.11,0.00000000
2007,Alberta,"Petroleum coke (x 1,000)",v52310186,10.11,0.00000000
2008,Alberta,"Petroleum coke (x 1,000)",v52310186,10.11,..
2009,Alberta,"Petroleum coke (x 1,000)",v52310186,10.11,..
2010,Alberta,"Petroleum coke (x 1,000)",v52310186,10.11,..
2011,Alberta,"Petroleum coke (x 1,000)",v52310186,10.11,..
2012,Alberta,"Petroleum coke (x 1,000)",v52310186,10.11,..
2013,Alberta,"Petroleum coke (x 1,000)",v52310186,10.11,..
2014,Alberta,"Petroleum coke (x 1,000)",v52310186,10.11,0.00000000
2015,Alberta,"Petroleum coke (x 1,000)",v52310186,10.11,0.00000000
2011,Alberta,"Other solid fuels (x 1,000)",v101254605,10.12,..
2012,Alberta,"Other solid fuels (x 1,000)",v101254605,10.12,..
2013,Alberta,"Other solid fuels (x 1,000)",v101254605,10.12,..
2014,Alberta,"Other solid fuels (x 1,000)",v101254605,10.12,0.00000000
2015,Alberta,"Other solid fuels (x 1,000)",v101254605,10.12,0.00000000
2005,Alberta,"Total liquids (x 1,000)",v52310187,10.13,1607.00000000
2006,Alberta,"Total liquids (x 1,000)",v52310187,10.13,0.00000000
2007,Alberta,"Total liquids (x 1,000)",v52310187,10.13,0.00000000
2008,Alberta,"Total liquids (x 1,000)",v52310187,10.13,..
2009,Alberta,"Total liquids (x 1,000)",v52310187,10.13,3745.00000000
2010,Alberta,"Total liquids (x 1,000)",v52310187,10.13,3529.00000000
2011,Alberta,"Total liquids (x 1,000)",v52310187,10.13,3786.00000000
2012,Alberta,"Total liquids (x 1,000)",v52310187,10.13,4057.00000000
2013,Alberta,"Total liquids (x 1,000)",v52310187,10.13,4895.00000000
2014,Alberta,"Total liquids (x 1,000)",v52310187,10.13,6702.00000000
2015,Alberta,"Total liquids (x 1,000)",v52310187,10.13,5295.00000000
2005,Alberta,"Total petroleum products (x 1,000)",v52310188,10.14,1607.00000000
2006,Alberta,"Total petroleum products (x 1,000)",v52310188,10.14,0.00000000
2007,Alberta,"Total petroleum products (x 1,000)",v52310188,10.14,0.00000000
2008,Alberta,"Total petroleum products (x 1,000)",v52310188,10.14,..
2009,Alberta,"Total petroleum products (x 1,000)",v52310188,10.14,3720.00000000
2010,Alberta,"Total petroleum products (x 1,000)",v52310188,10.14,3494.00000000
2011,Alberta,"Total petroleum products (x 1,000)",v52310188,10.14,3753.00000000
2012,Alberta,"Total petroleum products (x 1,000)",v52310188,10.14,4040.00000000
2013,Alberta,"Total petroleum products (x 1,000)",v52310188,10.14,4872.00000000
2014,Alberta,"Total petroleum products (x 1,000)",v52310188,10.14,6677.00000000
2015,Alberta,"Total petroleum products (x 1,000)",v52310188,10.14,5261.00000000
2005,Alberta,"Light fuel oil (x 1,000)",v52310189,10.15,2.00000000
2006,Alberta,"Light fuel oil (x 1,000)",v52310189,10.15,0.00000000
2007,Alberta,"Light fuel oil (x 1,000)",v52310189,10.15,0.00000000
2008,Alberta,"Light fuel oil (x 1,000)",v52310189,10.15,..
2009,Alberta,"Light fuel oil (x 1,000)",v52310189,10.15,..
2010,Alberta,"Light fuel oil (x 1,000)",v52310189,10.15,..
2011,Alberta,"Light fuel oil (x 1,000)",v52310189,10.15,..
2012,Alberta,"Light fuel oil (x 1,000)",v52310189,10.15,..
2013,Alberta,"Light fuel oil (x 1,000)",v52310189,10.15,..
2014,Alberta,"Light fuel oil (x 1,000)",v52310189,10.15,0.00000000
2015,Alberta,"Light fuel oil (x 1,000)",v52310189,10.15,0.00000000
2005,Alberta,"Diesel (x 1,000)",v52310190,10.19,1605.00000000
2006,Alberta,"Diesel (x 1,000)",v52310190,10.19,0.00000000
2007,Alberta,"Diesel (x 1,000)",v52310190,10.19,0.00000000
2008,Alberta,"Diesel (x 1,000)",v52310190,10.19,..
2009,Alberta,"Diesel (x 1,000)",v52310190,10.19,3720.00000000
2010,Alberta,"Diesel (x 1,000)",v52310190,10.19,3494.00000000
2011,Alberta,"Diesel (x 1,000)",v52310190,10.19,3753.00000000
2012,Alberta,"Diesel (x 1,000)",v52310190,10.19,4040.00000000
2013,Alberta,"Diesel (x 1,000)",v52310190,10.19,4872.00000000
2014,Alberta,"Diesel (x 1,000)",v52310190,10.19,6677.00000000
2015,Alberta,"Diesel (x 1,000)",v52310190,10.19,5261.00000000
2006,Alberta,"Propane (x 1,000)",v53834239,10.21,0.00000000
2007,Alberta,"Propane (x 1,000)",v53834239,10.21,0.00000000
2008,Alberta,"Propane (x 1,000)",v53834239,10.21,..
2009,Alberta,"Propane (x 1,000)",v53834239,10.21,25.00000000
2010,Alberta,"Propane (x 1,000)",v53834239,10.21,36.00000000
2011,Alberta,"Propane (x 1,000)",v53834239,10.21,33.00000000
2012,Alberta,"Propane (x 1,000)",v53834239,10.21,17.00000000
2013,Alberta,"Propane (x 1,000)",v53834239,10.21,23.00000000
2014,Alberta,"Propane (x 1,000)",v53834239,10.21,25.00000000
2015,Alberta,"Propane (x 1,000)",v53834239,10.21,34.00000000
2005,Alberta,"Total gas (x 1,000)",v52310192,10.23,853666.00000000
2006,Alberta,"Total gas (x 1,000)",v52310192,10.23,701534.00000000
2007,Alberta,"Total gas (x 1,000)",v52310192,10.23,574127.00000000
2008,Alberta,"Total gas (x 1,000)",v52310192,10.23,657883.00000000
2009,Alberta,"Total gas (x 1,000)",v52310192,10.23,359284.00000000
2010,Alberta,"Total gas (x 1,000)",v52310192,10.23,394176.00000000
2011,Alberta,"Total gas (x 1,000)",v52310192,10.23,433821.00000000
2012,Alberta,"Total gas (x 1,000)",v52310192,10.23,326052.00000000
2013,Alberta,"Total gas (x 1,000)",v52310192,10.23,456749.00000000
2014,Alberta,"Total gas (x 1,000)",v52310192,10.23,604238.00000000
2015,Alberta,"Total gas (x 1,000)",v52310192,10.23,293658.00000000
2005,Alberta,"Natural gas (x 1,000)",v52310193,10.24,853666.00000000
2006,Alberta,"Natural gas (x 1,000)",v52310193,10.24,701534.00000000
2007,Alberta,"Natural gas (x 1,000)",v52310193,10.24,574127.00000000
2008,Alberta,"Natural gas (x 1,000)",v52310193,10.24,657883.00000000
2009,Alberta,"Natural gas (x 1,000)",v52310193,10.24,359284.00000000
2010,Alberta,"Natural gas (x 1,000)",v52310193,10.24,394176.00000000
2011,Alberta,"Natural gas (x 1,000)",v52310193,10.24,433821.00000000
2012,Alberta,"Natural gas (x 1,000)",v52310193,10.24,326052.00000000
2013,Alberta,"Natural gas (x 1,000)",v52310193,10.24,456749.00000000
2014,Alberta,"Natural gas (x 1,000)",v52310193,10.24,604238.00000000
2015,Alberta,"Natural gas (x 1,000)",v52310193,10.24,293658.00000000
2005,British Columbia,"Total solids (x 1,000)",v52310198,11.1,2104.00000000
2006,British Columbia,"Total solids (x 1,000)",v52310198,11.1,4873.00000000
2007,British Columbia,"Total solids (x 1,000)",v52310198,11.1,4873.00000000
2008,British Columbia,"Total solids (x 1,000)",v52310198,11.1,3579.00000000
2009,British Columbia,"Total solids (x 1,000)",v52310198,11.1,5622.00000000
2010,British Columbia,"Total solids (x 1,000)",v52310198,11.1,7199.00000000
2011,British Columbia,"Total solids (x 1,000)",v52310198,11.1,10864.00000000
2012,British Columbia,"Total solids (x 1,000)",v52310198,11.1,8937.00000000
2013,British Columbia,"Total solids (x 1,000)",v52310198,11.1,8406.00000000
2014,British Columbia,"Total solids (x 1,000)",v52310198,11.1,6467.00000000
2015,British Columbia,"Total solids (x 1,000)",v52310198,11.1,6177.00000000
2005,British Columbia,"Wood (x 1,000)",v52310199,11.10,2104.00000000
2006,British Columbia,"Wood (x 1,000)",v52310199,11.10,4873.00000000
2007,British Columbia,"Wood (x 1,000)",v52310199,11.10,4873.00000000
2008,British Columbia,"Wood (x 1,000)",v52310199,11.10,3579.00000000
2009,British Columbia,"Wood (x 1,000)",v52310199,11.10,5622.00000000
2010,British Columbia,"Wood (x 1,000)",v52310199,11.10,7199.00000000
2011,British Columbia,"Wood (x 1,000)",v52310199,11.10,10864.00000000
2012,British Columbia,"Wood (x 1,000)",v52310199,11.10,8937.00000000
2013,British Columbia,"Wood (x 1,000)",v52310199,11.10,8406.00000000
2014,British Columbia,"Wood (x 1,000)",v52310199,11.10,6467.00000000
2015,British Columbia,"Wood (x 1,000)",v52310199,11.10,6177.00000000
2006,British Columbia,"Other solid fuels (x 1,000)",v53834227,11.12,0.00000000
2007,British Columbia,"Other solid fuels (x 1,000)",v53834227,11.12,0.00000000
2008,British Columbia,"Other solid fuels (x 1,000)",v53834227,11.12,..
2009,British Columbia,"Other solid fuels (x 1,000)",v53834227,11.12,0.00000000
2010,British Columbia,"Other solid fuels (x 1,000)",v53834227,11.12,..
2011,British Columbia,"Other solid fuels (x 1,000)",v53834227,11.12,..
2012,British Columbia,"Other solid fuels (x 1,000)",v53834227,11.12,..
2013,British Columbia,"Other solid fuels (x 1,000)",v53834227,11.12,..
2014,British Columbia,"Other solid fuels (x 1,000)",v53834227,11.12,0.00000000
2015,British Columbia,"Other solid fuels (x 1,000)",v53834227,11.12,0.00000000
2005,British Columbia,"Total liquids (x 1,000)",v52310200,11.13,6726.00000000
2006,British Columbia,"Total liquids (x 1,000)",v52310200,11.13,1180.00000000
2007,British Columbia,"Total liquids (x 1,000)",v52310200,11.13,6247.00000000
2008,British Columbia,"Total liquids (x 1,000)",v52310200,11.13,10885.00000000
2009,British Columbia,"Total liquids (x 1,000)",v52310200,11.13,10059.00000000
2010,British Columbia,"Total liquids (x 1,000)",v52310200,11.13,12836.00000000
2011,British Columbia,"Total liquids (x 1,000)",v52310200,11.13,17379.00000000
2012,British Columbia,"Total liquids (x 1,000)",v52310200,11.13,7286.00000000
2013,British Columbia,"Total liquids (x 1,000)",v52310200,11.13,15560.00000000
2014,British Columbia,"Total liquids (x 1,000)",v52310200,11.13,25447.00000000
2015,British Columbia,"Total liquids (x 1,000)",v52310200,11.13,23162.00000000
2005,British Columbia,"Total petroleum products (x 1,000)",v52310201,11.14,6726.00000000
2006,British Columbia,"Total petroleum products (x 1,000)",v52310201,11.14,1180.00000000
2007,British Columbia,"Total petroleum products (x 1,000)",v52310201,11.14,6247.00000000
2008,British Columbia,"Total petroleum products (x 1,000)",v52310201,11.14,10885.00000000
2009,British Columbia,"Total petroleum products (x 1,000)",v52310201,11.14,10059.00000000
2010,British Columbia,"Total petroleum products (x 1,000)",v52310201,11.14,12836.00000000
2011,British Columbia,"Total petroleum products (x 1,000)",v52310201,11.14,17379.00000000
2012,British Columbia,"Total petroleum products (x 1,000)",v52310201,11.14,7286.00000000
2013,British Columbia,"Total petroleum products (x 1,000)",v52310201,11.14,15560.00000000
2014,British Columbia,"Total petroleum products (x 1,000)",v52310201,11.14,25447.00000000
2015,British Columbia,"Total petroleum products (x 1,000)",v52310201,11.14,23162.00000000
2005,British Columbia,"Diesel (x 1,000)",v52310202,11.19,6726.00000000
2006,British Columbia,"Diesel (x 1,000)",v52310202,11.19,1180.00000000
2007,British Columbia,"Diesel (x 1,000)",v52310202,11.19,6247.00000000
2008,British Columbia,"Diesel (x 1,000)",v52310202,11.19,10885.00000000
2009,British Columbia,"Diesel (x 1,000)",v52310202,11.19,10059.00000000
2010,British Columbia,"Diesel (x 1,000)",v52310202,11.19,12836.00000000
2011,British Columbia,"Diesel (x 1,000)",v52310202,11.19,17379.00000000
2012,British Columbia,"Diesel (x 1,000)",v52310202,11.19,7286.00000000
2013,British Columbia,"Diesel (x 1,000)",v52310202,11.19,15560.00000000
2014,British Columbia,"Diesel (x 1,000)",v52310202,11.19,25447.00000000
2015,British Columbia,"Diesel (x 1,000)",v52310202,11.19,23162.00000000
2006,British Columbia,"Other liquid fuels (x 1,000)",v65583429,11.30,..
2007,British Columbia,"Other liquid fuels (x 1,000)",v65583429,11.30,..
2008,British Columbia,"Other liquid fuels (x 1,000)",v65583429,11.30,..
2009,British Columbia,"Other liquid fuels (x 1,000)",v65583429,11.30,..
2010,British Columbia,"Other liquid fuels (x 1,000)",v65583429,11.30,..
2011,British Columbia,"Other liquid fuels (x 1,000)",v65583429,11.30,..
2012,British Columbia,"Other liquid fuels (x 1,000)",v65583429,11.30,..
2013,British Columbia,"Other liquid fuels (x 1,000)",v65583429,11.30,..
2014,British Columbia,"Other liquid fuels (x 1,000)",v65583429,11.30,0.00000000
2015,British Columbia,"Other liquid fuels (x 1,000)",v65583429,11.30,0.00000000
2005,British Columbia,"Total gas (x 1,000)",v52310203,11.23,176178.00000000
2006,British Columbia,"Total gas (x 1,000)",v52310203,11.23,142834.00000000
2007,British Columbia,"Total gas (x 1,000)",v52310203,11.23,121596.00000000
2008,British Columbia,"Total gas (x 1,000)",v52310203,11.23,201670.00000000
2009,British Columbia,"Total gas (x 1,000)",v52310203,11.23,139587.00000000
2010,British Columbia,"Total gas (x 1,000)",v52310203,11.23,96833.00000000
2011,British Columbia,"Total gas (x 1,000)",v52310203,11.23,44798.00000000
2012,British Columbia,"Total gas (x 1,000)",v52310203,11.23,33122.00000000
2013,British Columbia,"Total gas (x 1,000)",v52310203,11.23,59510.00000000
2014,British Columbia,"Total gas (x 1,000)",v52310203,11.23,52316.00000000
2015,British Columbia,"Total gas (x 1,000)",v52310203,11.23,38978.00000000
2005,British Columbia,"Natural gas (x 1,000)",v52310204,11.24,176178.00000000
2006,British Columbia,"Natural gas (x 1,000)",v52310204,11.24,142834.00000000
2007,British Columbia,"Natural gas (x 1,000)",v52310204,11.24,121596.00000000
2008,British Columbia,"Natural gas (x 1,000)",v52310204,11.24,188999.00000000
2009,British Columbia,"Natural gas (x 1,000)",v52310204,11.24,124507.00000000
2010,British Columbia,"Natural gas (x 1,000)",v52310204,11.24,86663.00000000
2011,British Columbia,"Natural gas (x 1,000)",v52310204,11.24,33495.00000000
2012,British Columbia,"Natural gas (x 1,000)",v52310204,11.24,31939.00000000
2013,British Columbia,"Natural gas (x 1,000)",v52310204,11.24,42653.00000000
2014,British Columbia,"Natural gas (x 1,000)",v52310204,11.24,42177.00000000
